dataset,num_tasks,num_samples,pearson_correlation,spearman_correlation,spearman_p_value,top_k_overlap,k,energy_mean,energy_std,makespan_mean,makespan_std,makespan_min,makespan_max
dataset_10.csv,10,2000,0.35300800029022433,-0.020031358140352003,0.37059502526830845,0.0,100,4.755761791383219,9.856549928418927,66.84,10.549409700192292,53.0,105.0
dataset_20.csv,20,2000,0.19546879289429483,-0.010942310128187707,0.6247966059948344,0.0,100,4.83487377898496,6.683465259940539,167.0275,19.715808385662253,141.0,249.0
dataset_25.csv,25,2000,0.20785318859066895,0.02134961696863973,0.33993395995210063,0.0,100,5.033473438416684,6.2689370129471005,169.4485,18.35491212590174,145.0,248.0
